"earn","height","sex","race","ed","age"
58234.5809653042,63.6,"female","hispanic",17,38
15865.7268275005,71.9,"male","hispanic",13,24
32792.0539545984,63.12,"female","white",15,33
39160.158504899,64.93,"female","white",12,33
27043.6720522342,72.12,"male","white",12,36
37592.311734899,64.49,"female","white",14,52
40747.9655119059,63.91,"female","white",12,37
79603.4564638413,71.36,"male","white",12,54
1006.46990206972,63.48,"female","white",14,43
32793.912006464,61.82,"female","white",12,34
48693.2024538462,66.01,"female","white",16,37
12137.6764657013,63.95,"female","white",10,43
11176.0659373347,66.99,"male","white",10,82
47774.2522227392,67.79,"male","white",11,36
5761.17534334497,66.38,"female","white",12,28
32799.1446940046,65.97,"female","white",14,47
64607.9618716391,65.68,"female","white",16,63
15899.4031550977,67.02,"male","white",12,81
25361.8283789109,66.1,"male","white",12,41
18482.9571837826,63.27,"female","white",9,55
26432.8864567014,67.89,"female","white",13,47
28644.500098047,70.32,"male","white",12,31
20065.0827364581,62.98,"female","white",16,30
6354.84212675623,70.09,"male","black",14,25
95416.6067984548,71.92,"male","white",12,49
68428.9230580318,74.92,"male","white",17,44
50299.0512923305,61.97,"female","white",14,43
80518.409375972,67.98,"female","white",17,43
43919.8943431691,68.18,"female","white",14,33
47712.4409351132,69.85,"male","white",17,60
19182.6074308127,73.26,"male","black",13,25
987.26513123966,69.01,"female","white",16,43
32798.0511760252,62.37,"female","white",17,34
24849.1932942171,60.3,"female","black",12,80
40757.9350769351,64.17,"female","other",16,41
4184.2226846731,60.19,"female","hispanic",6,71
4755.73650797254,72.94,"male","hispanic",15,24
175901.453597818,65.9,"female","other",18,52
87473.9687783999,68.82,"male","white",18,75
92205.596105924,69.62,"male","white",18,57
16905.5578510981,70.08,"female","white",16,40
30173.3803632981,71.68,"male","white",12,33
24853.5195136729,61.31,"female","white",18,86
13710.6713116427,63.64,"female","white",12,37
95426.0144102907,71.65,"male","white",12,54
9575.46185684499,68.22,"male","white",12,31
